State id,Date,Simulated total infected,Simulated total death,Simulated total recovery
1.0,14/3/2020,30.0,0.0,0.0
1.0,15/3/2020,43.382227928693936,0.0,1.04893197896141
1.0,16/3/2020,65.41492269969717,0.0,2.400626375373036
1.0,17/3/2020,101.6557785755629,0.0,4.260677005204004
1.0,18/3/2020,159.62723784355114,0.0,6.899997885031943
1.0,19/3/2020,243.577331567595,0.0,10.4787665845665
1.0,20/3/2020,332.2040181554023,0.0,14.291711583060483
1.0,21/3/2020,347.7495915054121,0.0,15.838902519482865
1.0,22/3/2020,229.63571062552728,0.0,16.375356060013612
1.0,23/3/2020,157.4090558626893,0.0,16.312351685326355
1.0,24/3/2020,124.92377204821791,0.0,15.257991626552313
1.0,25/3/2020,113.17416900159137,0.0,13.314538353364572
1.0,26/3/2020,31.698648056824812,0.0,11.293787439589014
1.0,27/3/2020,31.838076268499563,0.0,10.115510521171352
1.0,28/3/2020,31.688136552120103,0.0,8.775539500627167
1.0,29/3/2020,24.919836769792944,0.0,7.245940418680711
1.0,30/3/2020,18.755554268534503,0.0,5.325177860881155
1.0,31/3/2020,18.8674924822874,0.03934549168878336,2.947200568500041
1.0,1/4/2020,18.977058992716405,0.08890094437893965,3.0117848941351655
1.0,2/4/2020,19.083425037898564,0.15724925172199983,3.0669336052265805
1.0,3/4/2020,19.185886125075164,0.2564967469051864,3.1000474844373396
1.0,4/4/2020,19.283902177989624,0.403319397038829,3.0938857454541795
1.0,5/4/2020,12.23162432464885,0.6157179305154682,3.0298314599056226
1.0,6/4/2020,8.503090860365933,0.8938847171431132,2.905447258023241
1.0,7/4/2020,8.575545851020456,1.182900712961162,2.7754404311464156
1.0,8/4/2020,8.643243044187251,1.3949748398382262,2.727469329799473
1.0,9/4/2020,8.706371696044808,1.5840938407210998,2.7069483379615753
1.0,10/4/2020,8.765189667221561,1.7254613190255104,2.7381072772566784
1.0,11/4/2020,8.693489218749441,1.8334859824821004,2.8060088003060106
1.0,12/4/2020,8.743774733497789,1.9572458222888685,2.8551854171028475
1.0,13/4/2020,8.790715026159067,2.0890760679557574,2.898708411336602
1.0,14/4/2020,7.349250080941739,2.229039579102593,2.936109887168638
1.0,15/4/2020,7.389073495674935,2.3769901342292328,2.966813996376133
1.0,16/4/2020,7.426539474623791,2.507088478031547,3.01661987594562
1.0,17/4/2020,7.107548409295335,2.6436660472746225,3.0508619975707694
1.0,18/4/2020,5.2324221896746845,2.786585562650536,2.1196126077806037
1.0,19/4/2020,5.4774485765696275,2.9356617743223077,2.167646773202976
1.0,20/4/2020,5.762766579992226,3.0906686548913704,2.2175064918970713
1.0,21/4/2020,6.095361825658278,3.251348916179624,2.2706759248510937
1.0,22/4/2020,6.482792781782521,3.417424246526091,2.3288761492480194
1.0,23/4/2020,6.933312735006891,3.584100882664008,2.3985851784079597
1.0,24/4/2020,7.456006193159141,3.754971370061649,2.478163473283712
